I, [2021-03-15T21:48:40.626887 #42638]  INFO -- : (0.000275s) SET standard_conforming_strings = ON
I, [2021-03-16T11:12:41.407213 #48337]  INFO -- : (0.000331s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '802.683.925.780') RETURNING "id"
I, [2021-03-16T11:12:41.407684 #48337]  INFO -- : (0.000311s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '646.865.545.408') RETURNING "id"
I, [2021-03-16T11:12:41.408125 #48337]  INFO -- : (0.000305s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '836.973.694.403') RETURNING "id"
I, [2021-03-16T11:12:41.408549 #48337]  INFO -- : (0.000298s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '061.945.150.735') RETURNING "id"
I, [2021-03-16T11:12:41.408974 #48337]  INFO -- : (0.000300s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '061.945.150.735') RETURNING "id"
I, [2021-03-16T11:12:41.409402 #48337]  INFO -- : (0.000298s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '382.335.626.855') RETURNING "id"
I, [2021-03-16T11:12:41.409898 #48337]  INFO -- : (0.000356s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '682.704.613.213') RETURNING "id"
I, [2021-03-16T11:12:41.410425 #48337]  INFO -- : (0.000386s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.410898 #48337]  INFO -- : (0.000303s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '016.464.657.359') RETURNING "id"
I, [2021-03-16T11:12:41.411318 #48337]  INFO -- : (0.000298s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.411759 #48337]  INFO -- : (0.000323s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '451.106.204.921') RETURNING "id"
I, [2021-03-16T11:12:41.412210 #48337]  INFO -- : (0.000327s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.412692 #48337]  INFO -- : (0.000336s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '316.433.849.805') RETURNING "id"
I, [2021-03-16T11:12:41.413149 #48337]  INFO -- : (0.000329s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '016.464.657.359') RETURNING "id"
I, [2021-03-16T11:12:41.413582 #48337]  INFO -- : (0.000308s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '217.511.476.080') RETURNING "id"
I, [2021-03-16T11:12:41.414033 #48337]  INFO -- : (0.000302s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.414686 #48337]  INFO -- : (0.000531s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '722.247.931.582') RETURNING "id"
I, [2021-03-16T11:12:41.415125 #48337]  INFO -- : (0.000313s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.415582 #48337]  INFO -- : (0.000332s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '316.433.849.805') RETURNING "id"
I, [2021-03-16T11:12:41.416026 #48337]  INFO -- : (0.000315s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '316.433.849.805') RETURNING "id"
I, [2021-03-16T11:12:41.416476 #48337]  INFO -- : (0.000322s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.416949 #48337]  INFO -- : (0.000328s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '061.945.150.735') RETURNING "id"
I, [2021-03-16T11:12:41.417445 #48337]  INFO -- : (0.000330s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.417907 #48337]  INFO -- : (0.000329s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.418371 #48337]  INFO -- : (0.000325s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '016.464.657.359') RETURNING "id"
I, [2021-03-16T11:12:41.418810 #48337]  INFO -- : (0.000312s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '682.704.613.213') RETURNING "id"
I, [2021-03-16T11:12:41.419239 #48337]  INFO -- : (0.000303s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.419658 #48337]  INFO -- : (0.000298s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '451.106.204.921') RETURNING "id"
I, [2021-03-16T11:12:41.420102 #48337]  INFO -- : (0.000293s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.420513 #48337]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '555.576.836.194') RETURNING "id"
I, [2021-03-16T11:12:41.420987 #48337]  INFO -- : (0.000354s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '444.701.448.104') RETURNING "id"
I, [2021-03-16T11:12:41.421536 #48337]  INFO -- : (0.000398s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '184.123.665.067') RETURNING "id"
I, [2021-03-16T11:12:41.422212 #48337]  INFO -- : (0.000509s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '836.973.694.403') RETURNING "id"
I, [2021-03-16T11:12:41.422832 #48337]  INFO -- : (0.000447s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '316.433.849.805') RETURNING "id"
I, [2021-03-16T11:12:41.423435 #48337]  INFO -- : (0.000436s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '382.335.626.855') RETURNING "id"
I, [2021-03-16T11:12:41.424006 #48337]  INFO -- : (0.000380s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '061.945.150.735') RETURNING "id"
I, [2021-03-16T11:12:41.424552 #48337]  INFO -- : (0.000390s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '316.433.849.805') RETURNING "id"
I, [2021-03-16T11:12:41.425112 #48337]  INFO -- : (0.000397s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '016.464.657.359') RETURNING "id"
I, [2021-03-16T11:12:41.425684 #48337]  INFO -- : (0.000418s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '316.433.849.805') RETURNING "id"
I, [2021-03-16T11:12:41.426293 #48337]  INFO -- : (0.000435s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '126.318.035.038') RETURNING "id"
I, [2021-03-16T11:12:41.427187 #48337]  INFO -- : (0.000715s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '722.247.931.582') RETURNING "id"
I, [2021-03-16T11:12:41.427785 #48337]  INFO -- : (0.000431s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '158.577.775.616') RETURNING "id"
I, [2021-03-16T11:12:41.428360 #48337]  INFO -- : (0.000399s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '715.156.286.412') RETURNING "id"
I, [2021-03-16T11:12:41.428881 #48337]  INFO -- : (0.000374s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '184.123.665.067') RETURNING "id"
I, [2021-03-16T11:12:41.429380 #48337]  INFO -- : (0.000348s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '184.123.665.067') RETURNING "id"
I, [2021-03-16T11:12:41.429916 #48337]  INFO -- : (0.000390s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '802.683.925.780') RETURNING "id"
I, [2021-03-16T11:12:41.430446 #48337]  INFO -- : (0.000380s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '451.106.204.921') RETURNING "id"
I, [2021-03-16T11:12:41.430978 #48337]  INFO -- : (0.000394s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '451.106.204.921') RETURNING "id"
I, [2021-03-16T11:12:41.431533 #48337]  INFO -- : (0.000405s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '444.701.448.104') RETURNING "id"
I, [2021-03-16T11:12:41.432100 #48337]  INFO -- : (0.000401s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.432613 #48337]  INFO -- : (0.000375s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '235.313.352.950') RETURNING "id"
I, [2021-03-16T11:12:41.433089 #48337]  INFO -- : (0.000337s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '646.865.545.408') RETURNING "id"
I, [2021-03-16T11:12:41.433590 #48337]  INFO -- : (0.000362s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '382.335.626.855') RETURNING "id"
I, [2021-03-16T11:12:41.434101 #48337]  INFO -- : (0.000372s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '929.398.951.889') RETURNING "id"
I, [2021-03-16T11:12:41.434673 #48337]  INFO -- : (0.000417s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '715.156.286.412') RETURNING "id"
I, [2021-03-16T11:12:41.435229 #48337]  INFO -- : (0.000398s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '382.335.626.855') RETURNING "id"
I, [2021-03-16T11:12:41.435757 #48337]  INFO -- : (0.000354s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '444.701.448.104') RETURNING "id"
I, [2021-03-16T11:12:41.436287 #48337]  INFO -- : (0.000383s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.436792 #48337]  INFO -- : (0.000374s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '802.683.925.780') RETURNING "id"
I, [2021-03-16T11:12:41.437311 #48337]  INFO -- : (0.000383s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '061.945.150.735') RETURNING "id"
I, [2021-03-16T11:12:41.437795 #48337]  INFO -- : (0.000330s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '126.318.035.038') RETURNING "id"
I, [2021-03-16T11:12:41.438301 #48337]  INFO -- : (0.000367s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.438844 #48337]  INFO -- : (0.000364s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '715.156.286.412') RETURNING "id"
I, [2021-03-16T11:12:41.439362 #48337]  INFO -- : (0.000368s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '555.576.836.194') RETURNING "id"
I, [2021-03-16T11:12:41.439837 #48337]  INFO -- : (0.000346s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '217.511.476.080') RETURNING "id"
I, [2021-03-16T11:12:41.440299 #48337]  INFO -- : (0.000335s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '016.464.657.359') RETURNING "id"
I, [2021-03-16T11:12:41.440753 #48337]  INFO -- : (0.000322s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '722.247.931.582') RETURNING "id"
I, [2021-03-16T11:12:41.441167 #48337]  INFO -- : (0.000293s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '235.313.352.950') RETURNING "id"
I, [2021-03-16T11:12:41.444648 #48337]  INFO -- : (0.003344s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '555.576.836.194') RETURNING "id"
I, [2021-03-16T11:12:41.445326 #48337]  INFO -- : (0.000459s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '646.865.545.408') RETURNING "id"
I, [2021-03-16T11:12:41.445895 #48337]  INFO -- : (0.000412s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '646.865.545.408') RETURNING "id"
I, [2021-03-16T11:12:41.446440 #48337]  INFO -- : (0.000396s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.446958 #48337]  INFO -- : (0.000372s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.447540 #48337]  INFO -- : (0.000425s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '646.865.545.408') RETURNING "id"
I, [2021-03-16T11:12:41.448088 #48337]  INFO -- : (0.000402s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '722.247.931.582') RETURNING "id"
I, [2021-03-16T11:12:41.448621 #48337]  INFO -- : (0.000378s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '016.464.657.359') RETURNING "id"
I, [2021-03-16T11:12:41.449155 #48337]  INFO -- : (0.000361s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '184.123.665.067') RETURNING "id"
I, [2021-03-16T11:12:41.449654 #48337]  INFO -- : (0.000351s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '722.247.931.582') RETURNING "id"
I, [2021-03-16T11:12:41.450141 #48337]  INFO -- : (0.000340s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '126.318.035.038') RETURNING "id"
I, [2021-03-16T11:12:41.450744 #48337]  INFO -- : (0.000448s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '722.247.931.582') RETURNING "id"
I, [2021-03-16T11:12:41.451407 #48337]  INFO -- : (0.000500s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.452515 #48337]  INFO -- : (0.000941s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '682.704.613.213') RETURNING "id"
I, [2021-03-16T11:12:41.453297 #48337]  INFO -- : (0.000558s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.453974 #48337]  INFO -- : (0.000448s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '444.701.448.104') RETURNING "id"
I, [2021-03-16T11:12:41.454561 #48337]  INFO -- : (0.000421s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '061.945.150.735') RETURNING "id"
I, [2021-03-16T11:12:41.455120 #48337]  INFO -- : (0.000398s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.455678 #48337]  INFO -- : (0.000412s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '451.106.204.921') RETURNING "id"
I, [2021-03-16T11:12:41.456237 #48337]  INFO -- : (0.000404s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '646.865.545.408') RETURNING "id"
I, [2021-03-16T11:12:41.456803 #48337]  INFO -- : (0.000415s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '715.156.286.412') RETURNING "id"
I, [2021-03-16T11:12:41.457373 #48337]  INFO -- : (0.000418s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '126.318.035.038') RETURNING "id"
I, [2021-03-16T11:12:41.457961 #48337]  INFO -- : (0.000404s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '217.511.476.080') RETURNING "id"
I, [2021-03-16T11:12:41.458521 #48337]  INFO -- : (0.000411s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.459077 #48337]  INFO -- : (0.000410s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '722.247.931.582') RETURNING "id"
I, [2021-03-16T11:12:41.459618 #48337]  INFO -- : (0.000392s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.460150 #48337]  INFO -- : (0.000382s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '451.106.204.921') RETURNING "id"
I, [2021-03-16T11:12:41.460668 #48337]  INFO -- : (0.000365s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '802.683.925.780') RETURNING "id"
I, [2021-03-16T11:12:41.461225 #48337]  INFO -- : (0.000377s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '802.683.925.780') RETURNING "id"
I, [2021-03-16T11:12:41.461768 #48337]  INFO -- : (0.000389s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '336.284.013.698') RETURNING "id"
I, [2021-03-16T11:12:41.462288 #48337]  INFO -- : (0.000377s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '158.577.775.616') RETURNING "id"
I, [2021-03-16T11:12:41.462801 #48337]  INFO -- : (0.000359s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '126.318.035.038') RETURNING "id"
I, [2021-03-16T11:12:41.463322 #48337]  INFO -- : (0.000372s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '802.683.925.780') RETURNING "id"
I, [2021-03-16T11:12:41.463849 #48337]  INFO -- : (0.000369s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:12:41.464471 #48337]  INFO -- : (0.000469s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.465078 #48337]  INFO -- : (0.000418s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '126.318.035.038') RETURNING "id"
I, [2021-03-16T11:12:41.465630 #48337]  INFO -- : (0.000401s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '184.123.665.067') RETURNING "id"
I, [2021-03-16T11:12:41.466172 #48337]  INFO -- : (0.000400s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '451.106.204.921') RETURNING "id"
I, [2021-03-16T11:12:41.466711 #48337]  INFO -- : (0.000389s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.467207 #48337]  INFO -- : (0.000353s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '200.017.277.774') RETURNING "id"
I, [2021-03-16T11:12:41.467716 #48337]  INFO -- : (0.000356s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '543.910.244.929') RETURNING "id"
I, [2021-03-16T11:13:13.474476 #48524]  INFO -- : (0.000320s) SET standard_conforming_strings = ON
I, [2021-03-16T11:13:13.474757 #48524]  INFO -- : (0.000149s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:13:13.474954 #48524]  INFO -- : (0.000133s) SET DateStyle = 'ISO'
I, [2021-03-16T11:13:13.478239 #48524]  INFO -- : (0.002077s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:13:13.481754 #48524]  INFO -- : (0.003337s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:14:30.350791 #48881]  INFO -- : (0.000335s) SET standard_conforming_strings = ON
I, [2021-03-16T11:14:30.351218 #48881]  INFO -- : (0.000296s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:14:30.351567 #48881]  INFO -- : (0.000137s) SET DateStyle = 'ISO'
I, [2021-03-16T11:14:30.355405 #48881]  INFO -- : (0.001795s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:14:30.359210 #48881]  INFO -- : (0.003631s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:14:55.035328 #49017]  INFO -- : (0.000255s) SET standard_conforming_strings = ON
I, [2021-03-16T11:14:55.035582 #49017]  INFO -- : (0.000132s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:14:55.035758 #49017]  INFO -- : (0.000111s) SET DateStyle = 'ISO'
I, [2021-03-16T11:14:55.038502 #49017]  INFO -- : (0.001728s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:14:55.042130 #49017]  INFO -- : (0.003428s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:16:14.933220 #49401]  INFO -- : (0.000283s) SET standard_conforming_strings = ON
I, [2021-03-16T11:16:14.933520 #49401]  INFO -- : (0.000146s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:16:14.933732 #49401]  INFO -- : (0.000135s) SET DateStyle = 'ISO'
I, [2021-03-16T11:16:14.936526 #49401]  INFO -- : (0.001747s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:16:14.940255 #49401]  INFO -- : (0.003569s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:16:44.038491 #49539]  INFO -- : (0.000292s) SET standard_conforming_strings = ON
I, [2021-03-16T11:16:44.039021 #49539]  INFO -- : (0.000134s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:16:44.039195 #49539]  INFO -- : (0.000115s) SET DateStyle = 'ISO'
I, [2021-03-16T11:16:44.041914 #49539]  INFO -- : (0.001714s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:16:44.045599 #49539]  INFO -- : (0.003519s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:17:17.203825 #49709]  INFO -- : (0.000784s) SET standard_conforming_strings = ON
I, [2021-03-16T11:17:17.204846 #49709]  INFO -- : (0.000449s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:17:17.205363 #49709]  INFO -- : (0.000275s) SET DateStyle = 'ISO'
I, [2021-03-16T11:17:17.208574 #49709]  INFO -- : (0.001688s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:17:17.212061 #49709]  INFO -- : (0.003320s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:17:39.878560 #49828]  INFO -- : (0.000281s) SET standard_conforming_strings = ON
I, [2021-03-16T11:17:39.878817 #49828]  INFO -- : (0.000130s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:17:39.879025 #49828]  INFO -- : (0.000141s) SET DateStyle = 'ISO'
I, [2021-03-16T11:17:39.881822 #49828]  INFO -- : (0.001730s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:17:39.886794 #49828]  INFO -- : (0.004793s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:17:47.752256 #49901]  INFO -- : (0.000294s) SET standard_conforming_strings = ON
I, [2021-03-16T11:17:47.752512 #49901]  INFO -- : (0.000141s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:17:47.752675 #49901]  INFO -- : (0.000106s) SET DateStyle = 'ISO'
I, [2021-03-16T11:17:47.755389 #49901]  INFO -- : (0.001705s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:17:47.758905 #49901]  INFO -- : (0.003356s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:18:19.547893 #50070]  INFO -- : (0.000283s) SET standard_conforming_strings = ON
I, [2021-03-16T11:18:19.548150 #50070]  INFO -- : (0.000136s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:18:19.548351 #50070]  INFO -- : (0.000137s) SET DateStyle = 'ISO'
I, [2021-03-16T11:18:19.551127 #50070]  INFO -- : (0.001732s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:18:19.554665 #50070]  INFO -- : (0.003367s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:18:27.634980 #50135]  INFO -- : (0.000268s) SET standard_conforming_strings = ON
I, [2021-03-16T11:18:27.635214 #50135]  INFO -- : (0.000121s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:18:27.635375 #50135]  INFO -- : (0.000109s) SET DateStyle = 'ISO'
I, [2021-03-16T11:18:27.639176 #50135]  INFO -- : (0.002702s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:18:27.643893 #50135]  INFO -- : (0.004559s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:18:55.742470 #50284]  INFO -- : (0.000287s) SET standard_conforming_strings = ON
I, [2021-03-16T11:18:55.742774 #50284]  INFO -- : (0.000179s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:18:55.742958 #50284]  INFO -- : (0.000123s) SET DateStyle = 'ISO'
I, [2021-03-16T11:18:55.745756 #50284]  INFO -- : (0.001779s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:18:55.749314 #50284]  INFO -- : (0.003398s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:19:30.561346 #50472]  INFO -- : (0.000315s) SET standard_conforming_strings = ON
I, [2021-03-16T11:19:30.561583 #50472]  INFO -- : (0.000119s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:19:30.561739 #50472]  INFO -- : (0.000105s) SET DateStyle = 'ISO'
I, [2021-03-16T11:19:30.564475 #50472]  INFO -- : (0.001735s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:19:30.568085 #50472]  INFO -- : (0.003443s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:19:40.750835 #50562]  INFO -- : (0.000274s) SET standard_conforming_strings = ON
I, [2021-03-16T11:19:40.751090 #50562]  INFO -- : (0.000139s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:19:40.751283 #50562]  INFO -- : (0.000136s) SET DateStyle = 'ISO'
I, [2021-03-16T11:19:40.754739 #50562]  INFO -- : (0.002170s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
I, [2021-03-16T11:19:40.758252 #50562]  INFO -- : (0.003342s) select url, count(distinct(url, ip)) from webserver_logs group by(webserver_logs.url);
I, [2021-03-16T11:20:04.062212 #50688]  INFO -- : (0.000338s) SET standard_conforming_strings = ON
I, [2021-03-16T11:20:04.062475 #50688]  INFO -- : (0.000139s) SET client_min_messages = 'WARNING'
I, [2021-03-16T11:20:04.062655 #50688]  INFO -- : (0.000114s) SET DateStyle = 'ISO'
I, [2021-03-16T11:20:04.065465 #50688]  INFO -- : (0.001759s) select url, count(*) from webserver_logs group by(webserver_logs.url) order by count(webserver_logs.url) desc;
